1614202604.607601,92.0
1614202604.608129,90.0
1614202604.6084049,89.0
1614202604.608564,90.0
1614202604.608703,91.0
1614202604.608843,93.0
1614202604.608982,96.0
1614202604.6091158,100.0
1614202604.6092522,102.0
1614202604.609385,103.0
1614202604.6095202,103.0
1614202604.6096709,103.0
1614202604.6098099,102.0
1614202604.609956,100.0
1614202604.610091,98.0
1614202604.610235,97.0
1614202604.6103349,94.0
1614202604.610435,91.0
1614202604.610535,88.0
1614202604.610634,85.0
1614202604.61074,81.0
1614202604.6108391,79.0
1614202604.61094,78.0
1614202604.611039,79.0
1614202604.6111429,78.0
1614202604.611242,78.0
1614202604.611341,80.0
1614202604.611441,83.0
1614202604.611545,88.0
1614202604.6116438,93.0
1614202604.611743,97.0
1614202604.611843,101.0
1614202604.611947,105.0
1614202604.612046,106.0
1614202604.612148,104.0
1614202604.61226,102.0
1614202604.612345,101.0
1614202604.61243,100.0
1614202604.612515,100.0
1614202604.6126,101.0
1614202604.612685,102.0
1614202604.612771,104.0
1614202604.612858,106.0
1614202604.612944,107.0
1614202604.613031,109.0
1614202604.6131148,110.0
1614202604.613201,111.0
1614202604.6132858,111.0
1614202604.6133718,110.0
1614202604.613458,108.0
1614202604.6135428,104.0
1614202604.6136289,101.0
1614202604.613714,99.0
1614202604.613802,98.0
1614202604.613888,99.0
1614202604.613973,100.0
1614202604.6140642,101.0
1614202604.614152,101.0
1614202604.6142368,101.0
1614202604.614323,99.0
1614202604.614409,96.0
1614202604.6144938,92.0
1614202604.614578,88.0
1614202604.6146638,85.0
1614202604.614773,83.0
1614202604.614861,81.0
1614202604.614947,80.0
1614202604.6150331,79.0
1614202604.6151192,77.0
1614202604.615205,74.0
1614202604.6152902,70.0
1614202604.615381,66.0
1614202604.6154659,63.0
1614202604.6155531,61.0
1614202604.615638,61.0
1614202604.615724,62.0
1614202604.615808,63.0
1614202604.615896,64.0
1614202604.615983,65.0
1614202604.616069,66.0
1614202604.6161542,65.0
1614202604.61624,64.0
1614202604.6163259,62.0
1614202604.616437,61.0
1614202604.616524,59.0
1614202604.616611,57.0
1614202604.616697,56.0
1614202604.6167831,56.0
1614202604.616868,57.0
1614202604.616961,60.0
1614202604.617053,64.0
1614202604.6171432,69.0
1614202604.617236,74.0
1614202604.617322,77.0
1614202604.617408,80.0
1614202604.617495,79.0
1614202604.6175811,77.0
1614202604.6176682,75.0
1614202604.617753,75.0
1614202604.617839,74.0
1614202604.6179242,75.0
1614202604.618009,75.0
1614202604.618101,76.0
1614202604.618189,77.0
1614202604.618277,75.0
1614202604.6183622,72.0
1614202604.6184478,68.0
1614202604.618531,65.0
1614202604.618619,62.0
1614202604.6187038,61.0
1614202604.6187892,60.0
1614202604.618874,59.0
1614202604.6189609,59.0
1614202604.6190479,62.0
1614202604.619134,66.0
1614202604.619223,71.0
1614202604.619308,76.0
1614202604.619393,82.0
1614202604.6194801,86.0
1614202604.619566,90.0
1614202604.619652,92.0
1614202604.619738,92.0
1614202604.6198242,92.0
1614202604.61991,93.0
1614202604.6199958,93.0
1614202604.620081,93.0
1614202604.620167,93.0
1614202604.620252,92.0
1614202604.620338,92.0
1614202604.620424,90.0
1614202604.620511,89.0
1614202604.620597,89.0
1614202604.620683,90.0
1614202604.620775,90.0
1614202604.6208608,90.0
1614202604.620951,90.0
1614202604.621036,89.0
1614202604.621121,90.0
1614202604.621217,90.0
1614202604.621303,92.0
1614202604.6213892,92.0
1614202604.6214771,93.0
1614202604.62157,93.0
1614202604.6216562,93.0
1614202604.621742,93.0
1614202604.6218271,92.0
1614202604.621912,91.0
1614202604.621998,88.0
1614202604.6220858,86.0
1614202604.622175,84.0
1614202604.6222599,84.0
1614202604.622345,84.0
1614202604.622431,84.0
1614202604.622526,85.0
1614202604.622612,85.0
1614202604.6226969,85.0
1614202604.622784,85.0
1614202604.622869,84.0
1614202604.6229591,82.0
1614202604.6230452,80.0
1614202604.62313,76.0
1614202604.623219,72.0
1614202604.623304,68.0
1614202604.623392,64.0
1614202604.623478,60.0
1614202604.623562,58.0
1614202604.623647,57.0
1614202604.6237361,57.0
1614202604.623884,56.0
1614202604.623971,57.0
1614202604.624062,59.0
1614202604.624147,62.0
1614202604.624233,64.0
1614202604.624319,65.0
1614202604.624404,67.0
1614202604.62449,69.0
1614202604.624576,70.0
1614202604.624662,71.0
1614202604.624748,70.0
1614202604.624834,71.0
1614202604.6249201,73.0
1614202604.625005,73.0
1614202604.6250901,72.0
1614202604.625175,70.0
1614202604.625265,69.0
1614202604.62535,68.0
1614202604.6254349,69.0
1614202604.6255202,70.0
1614202604.625605,72.0
1614202604.625692,74.0
1614202604.625788,75.0
1614202604.6258838,75.0
1614202604.62598,74.0
1614202604.626066,72.0
1614202604.6261508,71.0
1614202604.626236,71.0
1614202604.6263208,72.0
1614202604.626406,74.0
1614202604.626493,77.0
1614202604.626579,81.0
1614202604.626666,85.0
1614202604.626752,89.0
1614202604.6268458,93.0
1614202604.626932,95.0
1614202604.627018,98.0
1614202604.627104,97.0
1614202604.627189,96.0
1614202604.6272728,94.0
1614202604.627361,91.0
1614202604.6274471,88.0
1614202604.627531,84.0
1614202604.627619,81.0
1614202604.6277041,78.0
1614202604.627788,77.0
1614202604.627873,77.0
1614202604.627958,76.0
1614202604.628046,76.0
1614202604.62813,76.0
1614202604.628222,79.0
1614202604.628312,81.0
1614202604.628397,84.0
1614202604.628481,85.0
1614202604.628566,85.0
1614202604.628654,85.0
1614202604.628743,83.0
1614202604.6288278,80.0
1614202604.628913,76.0
1614202604.6289978,71.0
1614202604.6290822,67.0
1614202604.62917,64.0
1614202604.62926,62.0
1614202604.629344,62.0
1614202604.629431,61.0
1614202604.629515,62.0
1614202604.629599,63.0
1614202604.6296818,64.0
1614202604.6297688,64.0
1614202604.629854,65.0
1614202604.629941,64.0
1614202604.630026,64.0
1614202604.630116,64.0
1614202604.6302001,63.0
1614202604.630284,63.0
1614202604.630368,65.0
1614202604.630453,67.0
1614202604.630538,70.0
1614202604.6306229,74.0
1614202604.630707,77.0
1614202604.630792,79.0
1614202604.6308732,80.0
1614202604.630956,79.0
1614202604.63104,78.0
1614202604.631124,77.0
1614202604.631221,75.0
1614202604.631312,75.0
1614202604.631396,77.0
1614202604.6315,79.0
1614202604.6315851,81.0
1614202604.631677,83.0
1614202604.631762,85.0
1614202604.631846,87.0
1614202604.63193,89.0
1614202604.632024,91.0
1614202604.632108,93.0
1614202604.632193,95.0
1614202604.632277,97.0
1614202604.632362,98.0
1614202604.632446,98.0
1614202604.63253,97.0
1614202604.6326149,95.0
1614202604.632707,94.0
1614202604.6327932,92.0
1614202604.632889,89.0
1614202604.6329799,86.0
1614202604.6330712,83.0
1614202604.633186,82.0
1614202604.6332731,81.0
1614202604.63336,80.0
1614202604.633447,80.0
1614202604.6335318,81.0
1614202604.63362,84.0
1614202604.6337101,87.0
1614202604.633802,91.0
1614202604.633889,95.0
1614202604.634047,97.0
1614202604.634153,100.0
1614202604.63425,104.0
1614202604.634331,107.0
1614202604.634408,111.0
1614202604.634486,117.0
1614202604.6346428,120.0
1614202604.634787,121.0
1614202604.634906,121.0
1614202604.634995,121.0
1614202604.635081,122.0
1614202604.635166,123.0
1614202604.635251,124.0
1614202604.6353338,126.0
1614202604.635417,128.0
1614202604.6355,131.0
1614202604.635582,134.0
1614202604.635664,136.0
1614202604.635745,136.0
1614202604.6358268,136.0
1614202604.6359081,136.0
1614202604.635989,135.0
1614202604.6360698,134.0
1614202604.636151,132.0
1614202604.636232,128.0
1614202604.6363142,124.0
1614202604.636395,121.0
1614202604.6364748,116.0
1614202604.6365561,113.0
1614202604.636637,110.0
1614202604.636718,110.0
1614202604.6367989,112.0
1614202604.6368792,112.0
1614202604.636961,112.0
1614202604.6370418,111.0
1614202604.637123,110.0
1614202604.637204,108.0
1614202604.6372852,103.0
1614202604.637365,99.0
1614202604.637446,97.0
1614202604.637526,97.0
1614202604.6376069,98.0
1614202604.6376882,98.0
1614202604.637769,98.0
1614202604.63785,97.0
1614202604.637931,96.0
1614202604.638012,95.0
1614202604.638093,95.0
1614202604.638174,95.0
1614202604.6382542,95.0
1614202604.638334,95.0
1614202604.638415,95.0
1614202604.638558,93.0
1614202604.6386402,90.0
1614202604.638725,87.0
1614202604.638806,85.0
1614202604.638888,87.0
1614202604.638968,91.0
1614202604.6390479,94.0
1614202604.6391292,96.0
1614202604.63921,98.0
1614202604.63929,98.0
1614202604.639371,99.0
1614202604.6394508,99.0
1614202604.639533,98.0
1614202604.639613,97.0
1614202604.639694,97.0
1614202604.639775,98.0
1614202604.639856,98.0
1614202604.639936,96.0
1614202604.640018,93.0
1614202604.640098,90.0
1614202604.640179,86.0
1614202604.64026,82.0
1614202604.6403399,79.0
1614202604.6404202,76.0
1614202604.640501,73.0
1614202604.6405818,71.0
1614202604.640664,69.0
1614202604.6407459,68.0
1614202604.6408262,68.0
1614202604.640907,68.0
1614202604.640987,70.0
1614202604.641068,71.0
1614202604.6411479,71.0
1614202604.6412292,70.0
1614202604.64131,67.0
1614202604.64139,65.0
1614202604.64147,64.0
1614202604.641551,64.0
1614202604.641632,65.0
1614202604.6417122,68.0
1614202604.641793,72.0
1614202604.641873,75.0
1614202604.641953,77.0
1614202604.6420338,80.0
1614202604.6421142,83.0
1614202604.642195,84.0
1614202604.642275,83.0
1614202604.642355,81.0
1614202604.642436,81.0
1614202604.642517,83.0
1614202604.6425972,87.0
1614202604.642678,91.0
1614202604.6427588,95.0
1614202604.642839,98.0
1614202604.6429188,102.0
1614202604.6430001,104.0
1614202604.643082,104.0
1614202604.643162,102.0
1614202604.643242,97.0
1614202604.643323,93.0
1614202604.643403,89.0
1614202604.6434839,85.0
1614202604.643564,82.0
1614202604.6436439,80.0
1614202604.643724,80.0
1614202604.643805,81.0
1614202604.643886,84.0
1614202604.643965,85.0
1614202604.644045,88.0
1614202604.644126,91.0
1614202604.644206,92.0
1614202604.644286,93.0
1614202604.6443672,94.0
1614202604.644447,94.0
1614202604.644565,95.0
1614202604.644672,95.0
1614202604.6447659,95.0
1614202604.644856,95.0
1614202604.644948,92.0
1614202604.6450372,89.0
1614202604.645123,87.0
1614202604.6452081,85.0
1614202604.645293,84.0
1614202604.645379,83.0
1614202604.6454642,82.0
1614202604.64555,82.0
1614202604.645638,82.0
1614202604.6457238,82.0
1614202604.64581,83.0
1614202604.645896,86.0
1614202604.645982,91.0
